売上日,営業所,営業担当,期,伝票番号,商品CD,商品名,大分類,中分類,小分類,得意先CD,得意先名,売上数,売上金額,粗利益,単価
2025-11-18,京都,中村,31,1007193,16805009,いため鍋28cm,鍋,いため鍋,28cm,1153,米谷サービス,3,1935,195,645
2025-11-18,京都,伊藤,31,1007196,16805008,PPフライパン26cm,フライパン,PPフライパン,26cm,1212,杉野興業,19,8740,1330,460
2025-11-18,京都,渡辺,31,1007202,16805010,玉子焼,フライパン,玉子焼,,1212,杉野興業,19,9500,1520,500
2025-11-21,京都,田中,31,1007238,805100,SPフライパン22cm,フライパン,SPフライパン,22cm,1017,沢田工業,2,2600,440,1300
2025-11-21,京都,高橋,31,1007244,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1022,首藤商事,2,720,130,360
2025-11-21,京都,山本,31,1007256,2305216,Qフライパン24cm,フライパン,Qフライパン,24cm,1022,首藤商事,1,665,130,665
2025-11-21,京都,鈴木,31,1007307,2305219,P玉子焼き,フライパン,P玉子焼き,,1208,藤井興業,1,320,59,320
2025-11-21,京都,渡辺,31,1007316,3005017,食彩鍋22cm,鍋,食彩鍋,22cm,1208,藤井興業,2,4300,700,2150
2025-11-21,京都,鈴木,31,1007322,3005017,食彩鍋22cm,鍋,食彩鍋,22cm,1022,首藤商事,10,21500,7000,2150
2025-11-22,京都,佐藤,31,1007334,2805013,Nいため鍋28cm,鍋,Nいため鍋,28cm,1175,小宮サービス,19,17100,1995,900
2025-11-22,京都,鈴木,31,1007343,2805013,Nいため鍋28cm,鍋,Nいため鍋,28cm,1402,井沢商事,5,4500,525,900
2025-11-22,京都,佐藤,31,1007349,2805011,Nフライパン26cm,フライパン,Nフライパン,26cm,1402,井沢商事,5,3825,575,765
2025-11-22,京都,高橋,31,1007352,2805010,Nフライパン24cm,フライパン,Nフライパン,24cm,1175,小宮サービス,19,14098,2128,742
2025-11-22,京都,田中,31,1007355,2805011,Nフライパン26cm,フライパン,Nフライパン,26cm,1329,野口学園,9,6885,1035,765
2025-11-22,京都,高橋,31,1007358,2805014,N玉子焼中,フライパン,N玉子焼中,,1407,田上企画,3,2133,318,711
2025-11-22,京都,高橋,31,1007361,2805010,Nフライパン24cm,フライパン,Nフライパン,24cm,1407,田上企画,3,2226,336,742
2025-11-25,京都,田中,31,1007388,16805009,いため鍋28cm,鍋,いため鍋,28cm,1022,首藤商事,19,12255,1235,645
2025-11-27,京都,小林,31,1007415,15305001,鉄玉子,その他,鉄玉子,,1136,前川サービス,2,880,190,440
2025-11-27,京都,佐藤,31,1007427,805091,返軽フライパン26cm,フライパン,返軽フライパン,26cm,1154,加納企画,1,2090,380,2090
2025-11-27,京都,佐藤,31,1007433,805094,返軽炒めパン22cm,フライパン,返軽炒めパン,22cm,1154,加納企画,2,3520,640,1760
2025-11-27,京都,小林,31,1007451,2305219,P玉子焼き,フライパン,P玉子焼き,,1154,加納企画,1,350,89,350
2025-11-28,京都,佐藤,31,1007454,2305053,P温度計付天ぷら鍋22cm,鍋,P温度計付天ぷら鍋,22cm,1024,蒼井食堂,1,1970,370,1970
2025-11-28,京都,佐藤,31,1007535,2305200,Pオイルポット1.2L,ポット,Pオイルポット,1.2L,1002,水野商事,49,17395,2940,355
2025-11-28,京都,渡辺,31,1007544,2305061,Pオイルポット1.6L,ポット,Pオイルポット,1.6L,1002,水野商事,4,3996,636,999
